event_id,event_timestamp,event_type,user_id,driver_id,ride_id,start_location_lat,start_location_lon,end_location_lat,end_location_lon,fare_amount,distance_km,duration_min,payment_method,promo_code_used,device_info,ip_address
12a3ffd0-bb57-4bb4-8fd2-eecff547d5e1,2025-10-27T09:23:52.349226,ride_completed,fake_user_3,driver_192,ride_11b9addd,35.71301992094637,51.412826500757305,35.731394906235465,51.424108898412165,90709.48043975479,2.0018796595949366,14.495859329992165,cash,SNAPP_FAKE_PROMO,android_11,192.168.1.70
c62cf453-884e-4b02-814b-2dbee5b28cd8,2025-10-27T09:23:52.349226,ride_completed,user_23,fake_driver_ad7d,ride_91a50bb1,35.746308804779,51.38762970524562,35.74495532189468,51.38821741877971,24028.019348603408,1.1776487439369117,3.9135596636580265,cash,,android_11,192.168.1.40
1938e4f5-7f4b-4ef4-aa06-2ebb34610225,2025-10-27T09:28:52.349226,ride_completed,fake_user_4,driver_110,ride_b1225b94,35.73372402544666,51.41615854972517,35.713047527026845,51.44802807055364,85896.78577222851,3.091693024987139,18.567051340557803,cash,SNAPP_FAKE_PROMO,android_11,192.168.1.72
c2eadb30-78a4-4f87-bf30-8ab53e357f5b,2025-10-27T09:30:52.349226,ride_completed,user_83,fake_driver_ad7d,ride_49c3deca,35.751910232191875,51.40421196681311,35.75150867470941,51.404550102753,26157.197254554478,1.0282609992325829,6.684106814535065,cash,,android_11,192.168.1.87
8642f27a-6ba4-47fb-afed-0c40d52da7ae,2025-10-27T09:33:52.349226,ride_completed,fake_user_7,driver_173,ride_b96291f9,35.720961236249536,51.42536714891119,35.71478251390969,51.43585102232106,59800.59021505967,2.0746700042618453,11.472321581357246,credit_card,SNAPP_FAKE_PROMO,android_11,192.168.1.111
32227675-6b2e-47e0-9733-f3c717069435,2025-10-27T09:37:52.349226,ride_completed,user_88,fake_driver_ad7d,ride_9f5404a8,35.759131415959615,51.39147871328866,35.75986123954525,51.39152692864853,26046.563772873145,0.5694532404319247,3.228740311234529,cash,,android_11,192.168.1.50
2bf3b06f-e5a6-4c29-a42f-ce3920ce0f4d,2025-10-27T09:38:52.349226,ride_completed,fake_user_16,driver_119,ride_0ce36a0b,35.70693567293665,51.401301398978866,35.72011946612816,51.41367494583234,51528.45655859012,2.5682390216326443,14.49020345299665,cash,SNAPP_FAKE_PROMO,android_11,192.168.1.9
500a3252-fe6c-4a0a-9618-6099d47f1bec,2025-10-27T09:43:52.349226,ride_completed,fake_user_4,driver_125,ride_fcc8178d,35.719499271546006,51.421046204181145,35.72328530732345,51.41634751496252,98410.96620138478,3.299787872581083,12.46893253675286,credit_card,SNAPP_FAKE_PROMO,android_11,192.168.1.131
a31cc726-1f47-4b62-bca1-c2e8555a4e50,2025-10-27T09:44:52.349226,ride_completed,user_60,fake_driver_ad7d,ride_ff00967b,35.74907531249779,51.391464711035475,35.747494470685595,51.39252726267591,27620.31490330628,0.8714899125802648,4.870440138308247,cash,,android_11,192.168.1.112
777a6ec8-f3a6-4ff3-817c-381c44f85ab7,2025-10-27T09:48:52.349226,ride_completed,fake_user_10,driver_100,ride_3e11d980,35.71821991398403,51.403617939151154,35.72784669692319,51.44781700075663,78937.25556972818,4.6656718921860385,14.240250627112923,cash,SNAPP_FAKE_PROMO,android_11,192.168.1.238
